learning_instance_id,EmployeeID,participant_completed,learning_title,rating,length,provider,completion_date,instructor_name,instructor_from
twasrq,2535,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
wnobjk,2536,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
xbkely,2536,False,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
hvcygl,2536,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
ywdjel,2537,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
skldqj,2537,True,Customer Service Excellence,4,120,Service Institute,06/15/2015,Dr. John Smith,Coursera
gozukt,2537,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
cmyhpy,2537,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
wakoai,2537,True,Inventory Management Fundamentals,3,180,Learning Academy,04/26/2015,Prof. Emily Anderson,edX
twijyt,2539,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
wxcfbm,2539,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
wgjqhh,2539,True,Financial Literacy for Professionals,0,90,Finance Masters,10/02/2015,Prof. Samantha Roberts,LinkedIn Learning
ydzmvj,2541,True,Leadership Essentials,0,150,Leadership Institute,03/25/2015,Dr. David Williams,Coursera
sbwzpb,2541,False,Effective Workplace Communication,1,240,Communication Institute,,Dr. Michael Johnson,Udemy
wjeoew,2544,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
omcnpg,2544,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
umdfyu,2546,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
nocynk,2546,True,Financial Literacy for Professionals,4,90,Finance Masters,08/10/2015,Prof. Samantha Roberts,LinkedIn Learning
ashqbr,2548,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
shqoyr,2553,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,12/25/2015,Prof. Jennifer Davis,Codecademy
ykgqem,2553,True,Customer Service Excellence,5,120,Service Institute,11/03/2015,Dr. John Smith,Coursera
mxydbr,2554,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,08/01/2015,Prof. Jennifer Davis,Codecademy
rhlwfa,2554,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
cxxnen,2554,True,Inventory Management Fundamentals,4,180,Learning Academy,08/30/2015,Prof. Emily Anderson,edX
kmnurf,2555,True,Leadership Essentials,3,150,Leadership Institute,12/27/2015,Dr. David Williams,Coursera
upuoms,2555,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
lhfhvc,2555,True,Customer Service Excellence,4,120,Service Institute,08/26/2015,Dr. John Smith,Coursera
rruqjj,2555,True,Inventory Management Fundamentals,2,180,Learning Academy,06/11/2015,Prof. Emily Anderson,edX
kmzpgk,2556,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
xhurxr,2556,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
pqihwf,2559,True,Financial Literacy for Professionals,4,90,Finance Masters,03/19/2015,Prof. Samantha Roberts,LinkedIn Learning
mzxxhc,2559,True,Effective Workplace Communication,2,240,Communication Institute,12/15/2015,Dr. Michael Johnson,Udemy
xhnsfa,2559,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
siwdug,2559,True,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,05/18/2015,Prof. Jennifer Davis,Codecademy
cvcztp,2562,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
lkhlpf,2563,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
yytwfq,2563,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,08/05/2015,Prof. Jennifer Davis,Codecademy
vbhboo,2563,True,Financial Literacy for Professionals,0,90,Finance Masters,09/20/2015,Prof. Samantha Roberts,LinkedIn Learning
nwexgf,2563,False,Effective Workplace Communication,5,240,Communication Institute,,Dr. Michael Johnson,Udemy
jjtina,2564,True,Financial Literacy for Professionals,4,90,Finance Masters,08/03/2015,Prof. Samantha Roberts,LinkedIn Learning
juficc,2564,True,Inventory Management Fundamentals,3,180,Learning Academy,01/14/2015,Prof. Emily Anderson,edX
hhszmy,2565,False,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
dkumhi,2565,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
gbnhpv,2569,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
zcnwyk,2569,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
mijakm,2569,False,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
hbmpqb,2570,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
lzunkf,2570,True,Effective Workplace Communication,2,240,Communication Institute,05/08/2015,Dr. Michael Johnson,Udemy
lnqibo,2570,True,Inventory Management Fundamentals,3,180,Learning Academy,07/05/2015,Prof. Emily Anderson,edX
mhownj,2570,False,Financial Literacy for Professionals,5,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
aegywh,2570,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
stwsxx,2571,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
wukicl,2571,True,Effective Workplace Communication,2,240,Communication Institute,04/14/2015,Dr. Michael Johnson,Udemy
qcmyld,2571,True,Financial Literacy for Professionals,3,90,Finance Masters,01/30/2015,Prof. Samantha Roberts,LinkedIn Learning
drnfda,2571,False,Inventory Management Fundamentals,2,180,Learning Academy,,Prof. Emily Anderson,edX
zflyed,2574,True,Customer Service Excellence,4,120,Service Institute,04/12/2015,Dr. John Smith,Coursera
vwtgww,2574,True,Inventory Management Fundamentals,3,180,Learning Academy,05/10/2015,Prof. Emily Anderson,edX
kpkgiu,2574,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
grcwli,2574,True,Financial Literacy for Professionals,2,90,Finance Masters,06/12/2015,Prof. Samantha Roberts,LinkedIn Learning
ryquwv,2574,False,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
sahmld,2576,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
apoygt,2576,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
scdxqm,2576,True,Effective Workplace Communication,3,240,Communication Institute,05/27/2015,Dr. Michael Johnson,Udemy
vkjdmi,2576,True,Inventory Management Fundamentals,0,180,Learning Academy,04/01/2015,Prof. Emily Anderson,edX
mbwvxk,2576,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
tkwhaf,2577,True,Leadership Essentials,5,150,Leadership Institute,11/16/2015,Dr. David Williams,Coursera
yhjour,2577,True,Financial Literacy for Professionals,4,90,Finance Masters,08/12/2015,Prof. Samantha Roberts,LinkedIn Learning
kvmbpg,2577,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
xszhzd,2577,False,Effective Workplace Communication,0,240,Communication Institute,,Dr. Michael Johnson,Udemy
sywbzz,2577,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,05/17/2015,Prof. Jennifer Davis,Codecademy
pwhbiz,2580,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
yiyfcd,2580,True,Leadership Essentials,2,150,Leadership Institute,02/22/2015,Dr. David Williams,Coursera
hvnsit,2581,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
ytcimg,2581,True,Financial Literacy for Professionals,3,90,Finance Masters,05/09/2015,Prof. Samantha Roberts,LinkedIn Learning
nvccbb,2581,True,Effective Workplace Communication,0,240,Communication Institute,05/28/2015,Dr. Michael Johnson,Udemy
ozvnek,2581,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
mtdrxq,2581,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
nucets,2582,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
txxqsf,2582,True,Effective Workplace Communication,0,240,Communication Institute,05/13/2015,Dr. Michael Johnson,Udemy
ezprdx,2582,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
wmkqwl,2585,True,Inventory Management Fundamentals,3,180,Learning Academy,11/04/2015,Prof. Emily Anderson,edX
sgojpc,2589,False,Effective Workplace Communication,5,240,Communication Institute,,Dr. Michael Johnson,Udemy
yybtvq,2590,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
jrtxpq,2590,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,12/06/2015,Prof. Jennifer Davis,Codecademy
hpvwok,2590,True,Customer Service Excellence,0,120,Service Institute,09/19/2015,Dr. John Smith,Coursera
lissmo,2592,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
qnzixd,2592,True,Financial Literacy for Professionals,0,90,Finance Masters,11/27/2015,Prof. Samantha Roberts,LinkedIn Learning
yiypob,2592,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
mfxcwu,2593,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
gbfhas,2593,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
bcoxwy,2601,True,Inventory Management Fundamentals,4,180,Learning Academy,07/15/2015,Prof. Emily Anderson,edX
vmvvod,2601,True,Effective Workplace Communication,3,240,Communication Institute,01/14/2015,Dr. Michael Johnson,Udemy
bftifx,2601,True,Customer Service Excellence,0,120,Service Institute,03/20/2015,Dr. John Smith,Coursera
yvgxis,2601,True,Leadership Essentials,1,150,Leadership Institute,02/20/2015,Dr. David Williams,Coursera
yenytq,2604,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
ruyhiu,2604,True,Customer Service Excellence,2,120,Service Institute,07/11/2015,Dr. John Smith,Coursera
ncwsyr,2605,True,Leadership Essentials,0,150,Leadership Institute,07/13/2015,Dr. David Williams,Coursera
plrpbf,2605,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,12/19/2015,Prof. Jennifer Davis,Codecademy
phpzxl,2605,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
urqxdj,2605,True,Inventory Management Fundamentals,4,180,Learning Academy,12/27/2015,Prof. Emily Anderson,edX
hpsahf,2606,False,Effective Workplace Communication,5,240,Communication Institute,,Dr. Michael Johnson,Udemy
xnwcoa,2611,True,Financial Literacy for Professionals,1,90,Finance Masters,11/07/2015,Prof. Samantha Roberts,LinkedIn Learning
fxqjqe,2611,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
gqxbsg,2612,False,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
nnzcei,2612,True,Financial Literacy for Professionals,2,90,Finance Masters,07/17/2015,Prof. Samantha Roberts,LinkedIn Learning
fdkjyn,2612,True,Leadership Essentials,2,150,Leadership Institute,09/17/2015,Dr. David Williams,Coursera
plrvdr,2612,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
yxbuwm,2613,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
phdeuj,2614,True,Inventory Management Fundamentals,5,180,Learning Academy,12/30/2015,Prof. Emily Anderson,edX
rhiypj,2614,True,Leadership Essentials,4,150,Leadership Institute,01/14/2015,Dr. David Williams,Coursera
fvtomq,2615,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
ylgswh,2615,True,Financial Literacy for Professionals,5,90,Finance Masters,01/27/2015,Prof. Samantha Roberts,LinkedIn Learning
cdsime,2615,True,Inventory Management Fundamentals,2,180,Learning Academy,10/30/2015,Prof. Emily Anderson,edX
fixzra,2617,True,Financial Literacy for Professionals,0,90,Finance Masters,06/15/2015,Prof. Samantha Roberts,LinkedIn Learning
rzjvsk,2617,True,Effective Workplace Communication,0,240,Communication Institute,10/29/2015,Dr. Michael Johnson,Udemy
pavlid,2617,True,Inventory Management Fundamentals,2,180,Learning Academy,12/21/2015,Prof. Emily Anderson,edX
ptbefk,2618,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
ulavrr,2618,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
xiywya,2618,True,Inventory Management Fundamentals,4,180,Learning Academy,06/24/2015,Prof. Emily Anderson,edX
pwwszf,2618,True,Customer Service Excellence,4,120,Service Institute,11/22/2015,Dr. John Smith,Coursera
ckrbmz,2619,True,Financial Literacy for Professionals,0,90,Finance Masters,01/31/2015,Prof. Samantha Roberts,LinkedIn Learning
dzjnee,2619,False,Inventory Management Fundamentals,3,180,Learning Academy,,Prof. Emily Anderson,edX
ptdnnr,2619,True,Customer Service Excellence,4,120,Service Institute,09/27/2015,Dr. John Smith,Coursera
gefrxg,2619,True,Leadership Essentials,3,150,Leadership Institute,04/07/2015,Dr. David Williams,Coursera
ctdkbc,2622,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
qqjowk,2623,True,Customer Service Excellence,5,120,Service Institute,02/24/2015,Dr. John Smith,Coursera
votdth,2624,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
ogvygy,2624,False,Customer Service Excellence,5,120,Service Institute,,Dr. John Smith,Coursera
oqzixo,2625,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
ikuyms,2625,False,Customer Service Excellence,5,120,Service Institute,,Dr. John Smith,Coursera
ejcfrq,2625,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,08/21/2015,Prof. Jennifer Davis,Codecademy
opfkmm,2625,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
oybrqu,2625,True,Inventory Management Fundamentals,1,180,Learning Academy,09/01/2015,Prof. Emily Anderson,edX
srefhx,2626,True,Customer Service Excellence,2,120,Service Institute,02/14/2015,Dr. John Smith,Coursera
ycsiwd,2627,True,Financial Literacy for Professionals,3,90,Finance Masters,09/29/2015,Prof. Samantha Roberts,LinkedIn Learning
ydftdo,2630,True,Customer Service Excellence,4,120,Service Institute,06/27/2015,Dr. John Smith,Coursera
ilezvv,2631,True,Effective Workplace Communication,3,240,Communication Institute,03/05/2015,Dr. Michael Johnson,Udemy
nkuonx,2631,True,Leadership Essentials,3,150,Leadership Institute,07/07/2015,Dr. David Williams,Coursera
qbisfq,2631,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
dvodfc,2631,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,12/02/2015,Prof. Jennifer Davis,Codecademy
lgwngl,2631,False,Inventory Management Fundamentals,2,180,Learning Academy,,Prof. Emily Anderson,edX
yiwvbq,2632,False,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
rvtirv,2633,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
wogmiv,2633,True,Inventory Management Fundamentals,4,180,Learning Academy,01/30/2015,Prof. Emily Anderson,edX
mqtuxg,2633,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
qyyrgu,2633,False,Effective Workplace Communication,1,240,Communication Institute,,Dr. Michael Johnson,Udemy
mlrhwd,2633,True,Leadership Essentials,3,150,Leadership Institute,03/26/2015,Dr. David Williams,Coursera
atlmdl,2634,True,Effective Workplace Communication,3,240,Communication Institute,03/09/2015,Dr. Michael Johnson,Udemy
hcnuwf,2634,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
zuohai,2634,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,08/26/2015,Prof. Jennifer Davis,Codecademy
dvvpwb,2634,True,Financial Literacy for Professionals,3,90,Finance Masters,01/30/2015,Prof. Samantha Roberts,LinkedIn Learning
wiiarq,2634,True,Customer Service Excellence,3,120,Service Institute,12/25/2015,Dr. John Smith,Coursera
tjjabt,2635,True,Customer Service Excellence,2,120,Service Institute,04/16/2015,Dr. John Smith,Coursera
cuaipu,2635,True,Effective Workplace Communication,4,240,Communication Institute,05/24/2015,Dr. Michael Johnson,Udemy
dxfxgm,2636,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,07/29/2015,Prof. Jennifer Davis,Codecademy
zjjjib,2636,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
glyeii,2636,True,Leadership Essentials,4,150,Leadership Institute,08/10/2015,Dr. David Williams,Coursera
spsyvn,2636,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
ougfct,2637,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
ghwtxr,2637,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
ugrqnl,2637,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
dszhdu,2637,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
xdoime,2637,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
nhyfnm,2638,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
kqghie,2638,True,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,07/13/2015,Prof. Jennifer Davis,Codecademy
ghzzyd,2639,True,Inventory Management Fundamentals,5,180,Learning Academy,09/01/2015,Prof. Emily Anderson,edX
rukxrg,2639,False,Leadership Essentials,4,150,Leadership Institute,,Dr. David Williams,Coursera
jiypuy,2639,True,Customer Service Excellence,4,120,Service Institute,07/03/2015,Dr. John Smith,Coursera
pbwihq,2641,True,Leadership Essentials,5,150,Leadership Institute,01/29/2015,Dr. David Williams,Coursera
ftaqip,2641,True,Customer Service Excellence,4,120,Service Institute,04/08/2015,Dr. John Smith,Coursera
egxzzc,2641,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
nvjqgj,2643,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
yxbmih,2643,True,Inventory Management Fundamentals,5,180,Learning Academy,11/27/2015,Prof. Emily Anderson,edX
mikpdb,2643,True,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,05/05/2015,Prof. Jennifer Davis,Codecademy
jcrbjq,2643,False,Financial Literacy for Professionals,5,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
khumcl,2643,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
drezxu,2646,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
ftgyeu,2646,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
exypbt,2647,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,10/21/2015,Prof. Jennifer Davis,Codecademy
iwvcfv,2647,True,Financial Literacy for Professionals,4,90,Finance Masters,03/11/2015,Prof. Samantha Roberts,LinkedIn Learning
dftfaw,2647,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
xogdhx,2647,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
chgubk,2647,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
yqwdui,2653,True,Leadership Essentials,5,150,Leadership Institute,12/16/2015,Dr. David Williams,Coursera
aoqhff,2657,True,Inventory Management Fundamentals,0,180,Learning Academy,11/09/2015,Prof. Emily Anderson,edX
inpojf,2657,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
spwuot,2657,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
hrjyqs,2663,False,Financial Literacy for Professionals,5,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
hpwcgq,2663,False,Inventory Management Fundamentals,2,180,Learning Academy,,Prof. Emily Anderson,edX
irbqod,2664,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
aefokx,2664,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
kwbuwq,2664,True,Financial Literacy for Professionals,2,90,Finance Masters,11/21/2015,Prof. Samantha Roberts,LinkedIn Learning
zmwbop,2664,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
stfhvf,2664,False,Customer Service Excellence,5,120,Service Institute,,Dr. John Smith,Coursera
hobkfh,2665,True,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,08/30/2015,Prof. Jennifer Davis,Codecademy
lacuiw,2665,True,Customer Service Excellence,4,120,Service Institute,03/23/2015,Dr. John Smith,Coursera
emsnxn,2665,True,Leadership Essentials,2,150,Leadership Institute,11/30/2015,Dr. David Williams,Coursera
pbhuot,2666,True,Customer Service Excellence,3,120,Service Institute,02/13/2015,Dr. John Smith,Coursera
zjbsxl,2666,True,Financial Literacy for Professionals,3,90,Finance Masters,01/11/2015,Prof. Samantha Roberts,LinkedIn Learning
fvohoz,2666,True,Inventory Management Fundamentals,1,180,Learning Academy,09/30/2015,Prof. Emily Anderson,edX
niiwcd,2666,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
vskptb,2669,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
beebbg,2669,True,Financial Literacy for Professionals,2,90,Finance Masters,06/19/2015,Prof. Samantha Roberts,LinkedIn Learning
jgsfsf,2669,True,Customer Service Excellence,4,120,Service Institute,03/08/2015,Dr. John Smith,Coursera
syixtn,2669,True,Leadership Essentials,5,150,Leadership Institute,07/23/2015,Dr. David Williams,Coursera
rfxmug,2669,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
nztcgb,2676,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
omitlg,2676,True,Financial Literacy for Professionals,1,90,Finance Masters,05/16/2015,Prof. Samantha Roberts,LinkedIn Learning
eolrsh,2676,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
fawnih,2678,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
zkqsyg,2678,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
cnjawn,2678,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
wqosra,2678,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
jhbyjc,2678,True,Leadership Essentials,5,150,Leadership Institute,01/13/2015,Dr. David Williams,Coursera
glbbcu,2683,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
zqwjfw,2685,True,Inventory Management Fundamentals,1,180,Learning Academy,06/28/2015,Prof. Emily Anderson,edX
tzirsm,2685,True,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,10/27/2015,Prof. Jennifer Davis,Codecademy
pamarx,2687,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
rmskav,2687,True,Customer Service Excellence,1,120,Service Institute,12/28/2015,Dr. John Smith,Coursera
oidgao,2687,False,Inventory Management Fundamentals,2,180,Learning Academy,,Prof. Emily Anderson,edX
hbiglq,2687,True,Leadership Essentials,5,150,Leadership Institute,04/05/2015,Dr. David Williams,Coursera
zqznwq,2690,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
xmrpar,2690,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
wpvzgi,2691,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
vqgmsa,2691,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,01/29/2015,Prof. Jennifer Davis,Codecademy
qlqtcy,2691,True,Effective Workplace Communication,1,240,Communication Institute,10/06/2015,Dr. Michael Johnson,Udemy
ouxbuv,2691,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
hqfdbn,2692,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
kbegma,2692,True,Inventory Management Fundamentals,4,180,Learning Academy,08/09/2015,Prof. Emily Anderson,edX
demmll,2692,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
xojnag,2693,False,Effective Workplace Communication,5,240,Communication Institute,,Dr. Michael Johnson,Udemy
yjcydl,2693,True,Inventory Management Fundamentals,2,180,Learning Academy,07/02/2015,Prof. Emily Anderson,edX
leanei,2693,True,Financial Literacy for Professionals,5,90,Finance Masters,03/26/2015,Prof. Samantha Roberts,LinkedIn Learning
baejsj,2693,True,Leadership Essentials,5,150,Leadership Institute,12/16/2015,Dr. David Williams,Coursera
uaytvr,2693,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,12/30/2015,Prof. Jennifer Davis,Codecademy
pfkdho,2698,True,Effective Workplace Communication,0,240,Communication Institute,03/13/2015,Dr. Michael Johnson,Udemy
cdtrcz,2698,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
tnyqtn,2698,True,Leadership Essentials,5,150,Leadership Institute,02/25/2015,Dr. David Williams,Coursera
aveynf,2698,True,Inventory Management Fundamentals,4,180,Learning Academy,03/27/2015,Prof. Emily Anderson,edX
veenps,2698,True,Customer Service Excellence,1,120,Service Institute,01/22/2015,Dr. John Smith,Coursera
bhgccj,2699,False,Effective Workplace Communication,0,240,Communication Institute,,Dr. Michael Johnson,Udemy
xiegzu,2699,True,Financial Literacy for Professionals,0,90,Finance Masters,11/04/2015,Prof. Samantha Roberts,LinkedIn Learning
fqejvp,2700,False,Effective Workplace Communication,1,240,Communication Institute,,Dr. Michael Johnson,Udemy
xebiwi,2700,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
kiiaxa,2704,True,Customer Service Excellence,3,120,Service Institute,05/24/2015,Dr. John Smith,Coursera
kqzmgr,2706,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
pettfv,2706,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,01/09/2015,Prof. Jennifer Davis,Codecademy
lcvztl,2706,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
cmkisi,2709,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
frstbh,2711,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,11/22/2015,Prof. Jennifer Davis,Codecademy
hqcdjo,2711,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
rnaxoc,2712,True,Customer Service Excellence,2,120,Service Institute,05/04/2015,Dr. John Smith,Coursera
